"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"44/2016","21/10/2016","Delhi","CONVENTION APPLICATION","3311/DEL/2005","08/12/2005","""PACKAGING DEVICE FOR A HAIR DYEING PRODUCT""","MECHANICAL","47","32","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3460/CHENP/2008","04/07/2008","A RESONANCE DC/DC CONVERTER AND CONTROL METHOD THEREOF","ELECTRICAL","29","12","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3519/DELNP/2012","23/04/2012",""" A NANOCOMPOSITE COMPRISING AT LEAST  ONE HALOGENATED COPOLYMER","POLYMER","31","15","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3544/CHENP/2010","10/06/2010","POLYMERIC COMPOSITION,METHOD FOR PREPARING THE SAME AND ARTICLE THEREOF","POLYMER","30","29","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3593/CHENP/2010","14/06/2010","NOVEL IMIDAZOLE-SUBSTITUTED ARYLAMIDE COMPOUNDS","CHEMISTRY","73","10","19/04/2023"
"44/2016","21/10/2016","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","3628/DELNP/2011","13/05/2011","""A PRODUCTION METHOD OF A COMPOUND REPRESENTED BY FORMULA (2)""","CHEMISTRY","29","3","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3657/CHENP/2010","15/06/2010","NOVEL PYRAZOLE-SUBSTITUTED ARYLAMIDES","CHEMISTRY","82","10","19/04/2023"
"44/2016","21/10/2016","Mumbai","ORDINARY APPLICATION","370/MUM/2008","21/02/2008","A SYSTEM FOR GENERATING ELECTRICAL POWER USING FLOW OF WATER","MECHANICAL","40","18","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3700/CHENP/2010","16/06/2010","METHOD FOR PRODUCING POLYETHER ALCOHOLS","POLYMER","21","23","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3704/CHENP/2010","16/06/2010","AGGREGATE ZEOLITIC ADSORBENT AND METHOD OF PREPARATION THEREOF","CHEMISTRY","39","21","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3742/KOLNP/2008","12/09/2008","MANAGING EXECUTION OF PROGRAMS BY MULTIPLE COMPUTING SYSTEMS","COMPUTER","57","59","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3803/KOLNP/2006","18/12/2006","""ELECTRODE ACTIVE MATERIAL WITH MULTI-ELEMENT BASED OXIDE LAYERS AND PREPARATION METHOD THEREOF""","ELECTRICAL","25","11","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4002/CHENP/2008","30/07/2008","LED DRIVER CIRCUIT","ELECTRICAL","10","4","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4117/CHENP/2007","19/09/2007","METHOD FOR PROVIDING GROUP CALL SERVICE AND BASE STATION CONTROLLER DEVICE","ELECTRONICS","17","19","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4194/CHENP/2007","24/09/2007","METHOD AND APPARATUS FOR INCREASING RADIO FREQUENCY EFFICIENCY FOR MIXED VOICE OVER INTERNET PROTOCOL AND DATA TRAFFIC","ELECTRONICS","18","6","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4259/CHENP/2008","12/08/2008","METHOD OF SETTING THE PRE-LOAD FOR A BALL SOCKET JOINT","MECHANICAL","18","18","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4264/DELNP/2008","19/05/2008","""LIGHT-EMITTING ORAL CARE IMPLEMENT""","MECHANICAL","28","70","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4291/KOLNP/2007","07/11/2007","COMMUNICATING CONTROL INFORMATION IN MOBILE COMMUNICATION SYSTEM","ELECTRONICS","41","44","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4332/CHENP/2009","21/07/2009","FLUID BED GRANULATION PROCESS","MECHANICAL","18","14","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4544/CHENP/2007","12/10/2007","A METHOD FOR ACCELERATING A CLIENT-SERVER TRANSACTION","ELECTRONICS","40","23","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4646/CHENP/2010","23/07/2010","METHODS FOR TREATING HIGH TEMPERATURE SUBTERRANEAN FORMATIONS","CHEMISTRY","43","40","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4654/CHENP/2008","02/09/2008","A LIGHTING DEVICE","ELECTRICAL","17","12","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","468/MUMNP/2010","10/03/2010","“REGISTER FILE SYSTEM AND METHOD FOR PIPELINED PROCESSING”","ELECTRONICS","29","30","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4728/DELNP/2011","21/06/2011","""A DISPERSION OF ANTI-CORROSIVE PARTICLES""","CHEMISTRY","46","72","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4761/KOLNP/2008","24/11/2008","PRESSURE SENSOR USING NEAR NET SHAPE SINTERED CERAMICS","ELECTRONICS","11","25","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4848/KOLNP/2007","12/12/2007","METHOD FOR MOVING RIGHTS OBJECT IN DIGITAL RIGHTS MANAGEMENT","ELECTRONICS","27","33","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4888/CHENP/2008","15/09/2008","WATER SCREEN SYSTEM WITH BOOT SEAL","MECHANICAL","17","16","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4969/CHENP/2008","18/09/2008","PACKAGING BAG WITH FASTENER","MECHANICAL","68","7","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","502/MUMNP/2008","17/03/2008","AN AIMING DEVICE FOR INSERTION OF ONE OR MORE KIRSCHNER-WIRES","BIOMEDICAL","22","33","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5022/CHENP/2008","22/09/2008","CHOLINE SALT OF 4-(6-FLUORO-3-OXO-1,DIHYDRO-PYRAZOLO[4,3-C]CINNOLIN-2-YL)-N-(2,2-DIFLUORO-ETHYL)-BENZAMIDE","CHEMISTRY","9","4","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","51/MUMNP/2009","06/01/2009","PROJECTILE FOR ADMINISTERING A MEDICAMENT","MECHANICAL","27","34","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5123/DELNP/2009","07/08/2009","""ALKALI METAL BORATE AND LUBRICATING COMPOSITIONS THEREOF""","CHEMISTRY","27","22","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5224/DELNP/2009","13/08/2009","""METHOD FOR SEPARATING AND REMOVING A FOREIGN MATTER FROM POLYESTER FIBER WASTE""","POLYMER","46","6","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5489/DELNP/2009","26/08/2009","HIGH TEMPERATURE AND PRESSURE OXIDATION-REDUCTION POTENTIAL MEASURING AND MONITORING DEVICE FOR HOT WATER SYSTEMS","CHEMISTRY","40","20","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5547/DELNP/2011","19/07/2011","""PROCESS FOR HYDRODESULFURIZATION, HYDRODENITROGENATION, HYDROFINISHING, OR AMINE PRODUCTION""","CHEMISTRY","44","20","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5714/DELNP/2006","29/09/2006","A METHOD AND ARRANGEMENT FOR PROVIDING USER INFORMATION TO A TELECOMMUNICATION CLIENT.","ELECTRONICS","33","25","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5826/CHENP/2007","17/12/2007","A METHOD OF TRACKING OBJECTS AND A WIRELESS SYSTEM THEREOF","ELECTRONICS","25","33","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6231/DELNP/2010","01/09/2010","“CATALYST FOR OLIGOMERIZATION OF ETHYLENE, METHOD FOR PREPARATION THEREOF AND PROCESS FOR OLIGOMERIZATION USING IT”","CHEMISTRY","22","20","19/04/2023"
"44/2016","21/10/2016","Mumbai","CONVENTION APPLICATION","637/MUM/2009","19/03/2009","“WELDING APPARATUS PROVIDED WITH INDEPENDENTLY MOVABLE CARRIER”","MECHANICAL","33","7","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","668/DELNP/2009","28/01/2009","""NON-AQUEOUS COMPOSITIONS FOR PROTECTION OF
 WATER BODIES""","CHEMISTRY","19","16","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6693/CHENP/2008","05/12/2008","FLOOR STRUCTURE FOR HORIZONTAL CHAMBER COKE OVENS","CHEMISTRY","14","19","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6788/DELNP/2008","06/08/2008","""A Recombinant	DNA Molecule Comprising  Phosphopantetheinyl transferases From Bacterium""","BIOTECHNOLOGY","53","25","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7102/DELNP/2007","14/09/2007","TOWER FOUNDATION SYSTEM","CIVIL","22","25","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7172/DELNP/2006","29/11/2006",""" A BIOREACTOR SYSTEM ""","MECHANICAL","27","29","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","7230/CHENP/2009","09/12/2009","METHODS AND APPARATUS SUPPORTING MULTIPLE TIMING SYNCHRONIZATIONS CORRESPONDING TO DIFFERENT COMMUNICATIONS PEERS","ELECTRONICS","103","31","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7241/DELNP/2006","30/11/2006","APPARATUS FOR CUTTING A MULTIPLICITY OF THIN
WAFERS FROM AT LEAST TWO SIMILAR BLOCKS","MECHANICAL","16","11","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","740/CHENP/2010","08/02/2010","BRUSHLESS AC GENERATOR FOR VEHICLE","ELECTRICAL","18","5","19/04/2023"
"44/2016","21/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","7518/CHENP/2009","22/12/2009","HYBRID POWER SUPPLY DEVICE AND METHOD OF CONTROLLING HYBRID POWER SUPPLY DEVICE","ELECTRICAL","23","9","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","805/MUMNP/2011","22/04/2011","PHARMACEUTICAL COMPOSITION FOR PREVENTION AND TREATMENT OF DIABETES OR OBESITY COMPRISING A COMPOUND THAT INHIBITS ACTIVITY OF DIPEPTIDYL PEPTIDASE-IV, AND OTHER ANTIDIABETIC OR ANTIOBESITY AGENTS AS ACTIVE INGREDIENTS","CHEMISTRY","91","25","19/04/2023"
"44/2016","21/10/2016","Mumbai","ORDINARY APPLICATION","863/MUM/2010","26/03/2010","METHOD FOR EVALUATION OF MULTIPLE ANTIGENS","BIOTECHNOLOGY","33","14","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8646/DELNP/2010","06/12/2010","""A POLYISOCYANURATE-BASED SYNTACTIC COATING FOR OFFSHORE APPLICATIONS""","POLYMER","22","7","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8819/DELNP/2007","16/11/2007","""METHOD FOR THE MANUFACTURE OF COBALT CATALYSTS""","CHEMISTRY","11","10","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8864/DELNP/2008","21/10/2008","“VEHICLE ENGINE STRUCTURE”","MECHANICAL","29","11","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","9027/DELNP/2011","18/11/2011","""PROCESS FOR PREPARING FLUOROOLEFIN COMPOUNDS""","CHEMISTRY","13","10","19/04/2023"
"44/2016","21/10/2016","Delhi","ORDINARY APPLICATION","91/DEL/2009","19/01/2009","A PROCESS FOR OBTAINING A MEDIUM FOR CELL
TISSUE CULTURE","CHEMISTRY","16","5","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","9297/DELNP/2007","03/12/2007","""AIR SPRING ASSEMBLY WITH NON-THREADED CONNECTION""","MECHANICAL","33","10","19/04/2023"
"44/2016","21/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","937/KOLNP/2008","03/03/2008","METHOD AND SYSTEM FOR THROUGH FAULT DETECTION IN ELECTRICAL DEVICES","ELECTRICAL","19","19","19/04/2023"
"44/2016","21/10/2016","Chennai","ORDINARY APPLICATION","940/CHE/2006","31/05/2006","FIBRE REINFORCED  COMPOSITES WITH TOUGHENED EPOXY MATRIX AND A PROCESS FOR PREPARING THE SAME","POLYMER","14","8","19/04/2023"
"44/2016","21/10/2016","Delhi","CONVENTION APPLICATION","949/DEL/2006","04/04/2006","""DEVICE AND PROCESS FOR THE  HANDLING AND CONTROL OF THE  YARN IN A CROSSWINDING HEAD OF A  CROSSWINDING MACHINE IN BOBBIN DOFFING OPERATIONS""","TEXTILE","32","17","19/04/2023"
"44/2016","21/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","9501/DELNP/2007","10/12/2007","""SCRATCH MASKING COATING FOR GLASS CONTAINERS""","CHEMISTRY","17","16","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","952/MUMNP/2010","07/05/2010","PERSONAL HEALTH MODULES SUPPORTED BY PORTABLE COMMUNICATION DEVICE","ELECTRONICS","24","25","19/04/2023"
"44/2016","21/10/2016","Kolkata","ORDINARY APPLICATION","968/KOL/2007","06/07/2007","PHARMACEUTICAL COMPOSITIONS OF RIFAXIMIN","CHEMISTRY","40","32","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","987/MUMNP/2006","22/08/2006","A SYSTEM AND METHOD FOR DETERMINING THE LOCATION OF A MOVING OBJECT IN A SECLUDED SPACE","PHYSICS","16","11","19/04/2023"
"44/2016","21/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","99/MUMNP/2010","15/01/2010","“SYSTEM AND METHOD TO REDUCE DYNAMIC RAM POWER CONSUMPTION VIA THE USE OF VALID DATA INDICATORS”","ELECTRONICS","24","30","19/04/2023"
"45/2016","28/10/2016","Delhi","ORDINARY APPLICATION","0963/DEL/2005","15/04/2005","A CHEMOENZYMATIC PROCESS FOR THE STEREOSELECTIVE PREPARATION OF (R)-7-AMINO-B-HYDROXYBUTYRIC ACID ((R)-GABOB) AND (R)-CARNITINE.","CHEMISTRY","11","10","19/04/2023"
"45/2016","28/10/2016","Mumbai","CONVENTION APPLICATION","1010/MUM/2009","17/04/2009","SYSTEM AND METHOD FOR MULTICARRIER UPLINK CONTROL","COMMUNICATION","38","26","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","10182/DELNP/2008","08/12/2008","""AN OIL TYPE RELEASE COMPOSITION FOR DIE CASTING ""","CHEMISTRY","53","5","19/04/2023"
"45/2016","28/10/2016","Mumbai","ORDINARY APPLICATION","1022/MUM/2007","31/05/2007","OPTICAL FIBER HAVING HIGH SBS THRESHOLD","COMPUTER","30","18","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1036/DELNP/2009","12/02/2009","""PROCESS FOR PRODUCING 1-(3,4-DICHLOROBENZYL)-5-OCTYLBIGUANIDE OR A SALT THERE OF""","CHEMISTRY","31","7","19/04/2023"
"45/2016","28/10/2016","Delhi","CONVENTION APPLICATION","1038/DEL/2005","26/04/2005","""SHIFT CONTROL APPARATUS FOR CONTINUOULSY VARIABLE TRANSMISSION""","MECHANICAL","52","8","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1049/CHENP/2010","24/02/2010","EQUIPMENT AND PROCESS FOR PRODUCING POLYMER PELLETS","MECHANICAL","57","44","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","10544/DELNP/2008","22/12/2008","“A FIBER REINFORCING TEXTURE FOR MAKING A COMPOSITE MATERIAL PART”","TEXTILE","26","10","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","10585/DELNP/2008","22/12/2008","“A REINFORCING FIBER TEXTURE WITH MULTIPLE-SATIN WEAVING FOR A COMPOSITE MATERIAL PART”","TEXTILE","28","15","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1089/MUMNP/2009","08/06/2009","SYSTEMS AND METHODS FOR DIMMING A FIRST PACKET ASSOCIATED WITH A FIRST BIT RATE TO A SECOND PACKET ASSOCIATED WITH A SECOND BIT RATE","ELECTRONICS","40","22","19/04/2023"
"45/2016","28/10/2016","Kolkata","CONVENTION APPLICATION","1102/KOL/2011","23/08/2011","ALLOY STEEL POWDER FOR POWDER METALLURGY, IRON-BASED SINTERED MATERIAL, AND METHOD FOR PRODUCING THE IRON-BASED SINTERED MATERIAL","METALLURGY","27","6","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1122/KOLNP/2011","15/03/2011","INKJET RECORDING INKSET AND INKJET RECORDING METHOD","CHEMISTRY","75","15","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1174/KOLNP/2010","01/04/2010","METHOD FOR MANUFACTURING LONG FIBER REINFORCED THERMOPLASTIC RESIN MOLDING MATERIAL","CHEMISTRY","18","10","19/04/2023"
"45/2016","28/10/2016","Chennai","ORDINARY APPLICATION","1184/CHE/2007","08/06/2007","A PROCESS FOR THE PURIFICATION OF (2S,3S, 5S)-5-AMINO-2-N,N-DIBENZYLAMINO-3-HYDROXY-1,6-DIPHENYLHEXANE","CHEMISTRY","19","9","19/04/2023"
"45/2016","28/10/2016","Kolkata","ORDINARY APPLICATION","1190/KOL/2005","28/12/2005","A BIOCOMPATIBLE, NON-BIODEGRADABLE, NON-TOXIC POLYMER USEFUL FOR PHARMACEUTICAL PREPARATIONS","CHEMISTRY","75","107","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1207/CHENP/2009","03/03/2009","ENDOPROSTHESIS, AND METHOD FOR PRODUCING AN ENDOPROSTHESIS","BIOMEDICAL","25","18","19/04/2023"
"45/2016","28/10/2016","Mumbai","ORDINARY APPLICATION","123/MUM/2012","13/01/2012","A METHOD FOR PREPARING NANOSTRUCTURED CALCIUM SILICATE AS DRUG DELIVERY AGENT.","CHEMISTRY","10","2","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1259/CHENP/2007","26/03/2007","METHOD OF FORMING ELECTRONIC DEVICES","ELECTRICAL","39","59","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1270/MUMNP/2012","23/05/2012","GALVANIZED STEEL SHEET","METALLURGY","35","4","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1294/MUMNP/2011","22/06/2011","A method for producing synthetic gas from biomass and system thereof,","CHEMISTRY","29","10","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","137/KOLNP/2007","11/01/2007","CONTROL SYSTEM FOR TRAVELING WORKING VEHICLE","MECHANICAL","47","10","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1415/KOLNP/2009","16/04/2009","3-HYDROXY-1,5-DIHYDRO-PYRROL-2-ONE DERIVATIVES AS INHIBITORS OF GLUTAMINYL CYCLASE FOR THE TREATMENT OF ULCER, CANCER AND OTHER DISEASES","CHEMISTRY","203","36","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1441/CHENP/2008","24/03/2008","SPACE-TIME CODED MB-OFDM UWB SYSTEM","COMMUNICATION","13","9","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1458/CHENP/2009","13/03/2009","SPAR PLATFORM HAVING CLOSED CENTER WELL","MECHANICAL","16","16","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1467/MUMNP/2010","07/07/2010","“METHODS, SYSTEMS AND APPARATUS FOR INTEGRATED WIRELESS DEVICE LOCATION DETERMINATION”","PHYSICS","68","75","19/04/2023"
"45/2016","28/10/2016","Chennai","CONVENTION APPLICATION","1480/CHE/2009","24/06/2009","METHOD FOR PRE-PLATING AND SURFACE TREATMENT APPARATUS","MECHANICAL","32","7","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","150/MUMNP/2009","19/01/2009","“PREDICTIVE QOS RESOURCE ALLOCATION FOR RAPID SESSION ESTABLISHMENT”","ELECTRONICS","49","37","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1501/CHENP/2009","17/03/2009","AUTODEPOSITION COATINGS","CHEMISTRY","27","17","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1541/DELNP/2012","21/02/2012","""PROCESS FOR THE PREPARATION OF HYDROGENATED NITRILE RUBBER""","CHEMISTRY","36","14","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1567/CHENP/2009","19/03/2009","UPLINK PILOT MULTIPLEXING IN SU-MIMO AND SDMA FOR SC-FDMA SYSTEMS","ELECTRONICS","62","45","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1599/MUMNP/2010","24/07/2010","A PHARMACEUTICAL COMPOSITION","CHEMISTRY","123","15","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1637/CHENP/2009","23/03/2009","VACUUM PUMP","MECHANICAL","17","17","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","164/CHENP/2009","09/01/2009","CABLE LAYER ON POLYPROPYLENE BASIS WITH HIGH ELECTRICAL BREAKDOWN STRENGTH","CHEMISTRY","64","31","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1647/DELNP/2009","12/03/2009","AN OPTICAL COATING COMPOSITION AND PROCESS FOR PREPARING THE SAME","CHEMISTRY","22","15","19/04/2023"
"45/2016","28/10/2016","Chennai","CONVENTION APPLICATION","1674/CHE/2006","13/09/2006","DETERMINING THE LEVEL OF TRUST WITH DIGITAL PUBLIC-KEY CERTIFICATE","COMPUTER","28","10","19/04/2023"
"45/2016","28/10/2016","Mumbai","ORDINARY APPLICATION","171/MUM/2010","22/01/2010","""AN ADVANCED ELECTRONICALLY HEIGHT ADJUSTABLE E-PODIUM ""","COMPUTER","11","12","19/04/2023"
"45/2016","28/10/2016","Delhi","DIVISIONAL CONVENTION APPLICATION","1720/DEL/2008","22/07/2008","""2,5-SUBSTITUTED PHENYLKETOENOLS""","CHEMISTRY","136","12","19/04/2023"
"45/2016","28/10/2016","Chennai","ORDINARY APPLICATION","1735/CHE/2009","23/07/2009","A FUEL EFFICIENT GAS BURNER","MECHANICAL","26","10","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","177/DELNP/2011","10/01/2011","""STAT3 INHIBITOR CONTAINING QUINOLINECARBOXAMIDE DERIVATIVE AS ACTIVE INGREDIENT""","CHEMISTRY","188","26","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","180/DELNP/2010","11/01/2010","ELECTROMAGNETIC SWITCHING DEVICE HAVING A PLURALITY OF AREAS GRADUATED RELATIVE TO ONE ANOTHER","ELECTRICAL","20","9","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1826/DELNP/2007","08/03/2007","PROCESS FOR THE PREPARATION OF SATURATED ALIPHATIC KETONES","CHEMISTRY","9","13","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1843/DELNP/2008","29/02/2008","""PROCESS FOR THE PRODUCTION OF AMIDES""","CHEMISTRY","84","30","19/04/2023"
"45/2016","28/10/2016","Chennai","CONVENTION APPLICATION","1888/CHE/2008","06/08/2008","COMMUNICATION APPARATUS AND COMMUNICATION  METHOD","COMMUNICATION","47","10","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","19/KOLNP/2009","01/01/2009","AN ACCESS CONTROL DEVICE AND READ/WRITE DEVICE FOR THE SAME","ELECTRONICS","22","22","19/04/2023"
"45/2016","28/10/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1918/CHENP/2008","17/04/2008","METHOD AND DEVICE FOR CALCULATING A SIMILARITY METRIC BETWEEN A FIRST FEATURE VECTOR AND A SECOND FEATURE VECTOR","ELECTRICAL","12","8","19/04/2023"
"45/2016","28/10/2016","Mumbai","ORDINARY APPLICATION","1924/MUM/2008","11/09/2008","A PROCESS FOR THE PREPARATION OF CIS-DIAMMINEDIIODO PLATINIUM(II)","CHEMISTRY","14","13","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","197/KOLNP/2012","30/01/2012","SILICONE COMPOUND COATING SOLUTION","CHEMISTRY","23","6","19/04/2023"
"45/2016","28/10/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2042/MUMNP/2007","03/12/2007","METHOD AND SYSTEM FOR USING CONTACTLESS PAYMENT CARDS IN A TRANSIT SYSTEM","COMPUTER","39","20","19/04/2023"
"45/2016","28/10/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2052/DELNP/2009","27/03/2009","""SYNCHRONOUS BELT DRIVE SYSTEM""","MECHANICAL","30","6","19/04/2023"
"45/2016","28/10/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2059/KOLNP/2010","04/06/2010","INTERLAYER FILM FOR LAMINATED GLASS AND LAMINATED GLASS","CHEMISTRY","50","10","19/04/2023"
"45/2016","28/10/2016","Mumbai","ORDINARY APPLICATION","209/MUM/2010","27/01/2010","APPARATUS FOR SORTING OF POLYVINYL CHLORIDE CONTAMINANTS AS PART OF POLYETHYLENE TERAPHTHALATE RECYCLING","POLYMER","13","8","19/04/2023"
