PUBLICATION_NUMBER,PUBLICATION_DATE,IPO_LOCATION,APPLICATION_TYPE_DESC,APPLICATION_NUMBER,DATE_OF_FILING,TITLE_OF_INVENTION,FIELD_OF_INVENTION,NO_OF_PAGES,NO_OF_CLAIMS,DATE_UPDATED_d_m_y
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2.02144E+11,2/12/2021,QUANTUM KEY DISTRIBUTION SYSTEM AND METHOD FOR SECURELY DISTRIBUTING QUANTUM KEYS IN A NETWORK,COMMUNICATION,30,18,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.02147E+11,12/3/2021,FEELPRES - MEDICAL PRESCRIPTION CLUE FOR LIQUID MEDICINE,CHEMISTRY,12,13,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.02147E+11,15/07/2021,ANODE ASSEMBLY AND ASSOCIATED MANUFACTURING METHOD,CHEMISTRY,12,15,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.02147E+11,30/07/2021,CURABLE SILICONE COMPOSITION WITH A GOOD FLAME RESISTANCE,POLYMER,20,18,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.02147E+11,2/8/2021,METHOD FOR PRODUCING CYCLOBUTANE,CHEMISTRY,26,5,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2.02211E+11,19/01/2022,REMOTE CONTROLLED ELECTRO-MECHANICAL SECURITY SYSTEM,COMMUNICATION,26,7,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2.02211E+11,11/2/2022,HEAT MANAGEMENT SYSTEM FOR MOTOR CONTROLLER SYSTEM OF AN ELECTRICAL VEHICLE,ELECTRICAL,33,10,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2.02211E+11,12/2/2022,A SYSTEM FOR AUTOMATIC SEGREGATION OF WASTE MATERIALS,MECHANICAL,21,9,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2.02211E+11,23/03/2022,METHOD AND SYSTEM FOR CALCULATING A LIFETIME OF GALLIUM NITRIDE (GAN) BASED CONVERTER,PHYSICS,30,10,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2.02211E+11,20/05/2022,BIOSTIMULANT COMPOSITION AND METHOD OF PREPARATION THEREOF,BIOTECHNOLOGY,22,8,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.02217E+11,5/1/2022,BORON-CONTAINING RHO KINASE INHIBITORS,CHEMISTRY,200,33,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.02217E+11,24/01/2022,"ANTIBODY-DRUG CONJUGATE, INTERMEDIATE THEREOF, PREPARATION METHOD THEREFOR AND APPLICATION THEREOF",CHEMISTRY,75,17,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,2/3/2022,A NANOCATALYST AND PROCESS FOR SYNTHESIS OF A-AMINO PHOSPHONATES USING SAID CATALYST,CHEMISTRY,27,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,17/06/2022,"METHOD OF MANUFACTURING ALUMINIUM DEOX, ALUMINIUM POWDER, AND ZINC OXIDE IN A SINGLE BATCH PROCESS",CHEMISTRY,25,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,28/06/2022,A COMPOSITION OF SUSTAINABLE BRICKS AND METHOD OF PREPARATION THEREOF,CHEMISTRY,14,5,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,13/07/2022,A SYSTEM FOR CARRYING HEAD PROTECTOR,MECHANICAL,28,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,12/8/2022,SMART ELECTRICITY METERING SYSTEM AND METHOD THEREOF,ELECTRICAL,19,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,14/08/2022,ZERO-VALENT IRON-MODIFIED SAND FILTER FOR GREYWATER TREATMENT,CHEMISTRY,33,15,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,22/08/2022,“A METHOD FOR COMPOSITE SPIKING NEURON NETWORKS (SNN) BASED BACK-PROPAGATION FOR TRAINING HARDWARE”,COMPUTER,36,8,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,30/08/2022,ASSIGNING A MONEY SIGN TO A USER,COMPUTER,48,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2.02221E+11,6/9/2022,SYSTEM FOR DETECTING TYPE OF SLEEP DISORDERS AND METHOD OF OPERATING THEREOF,BIOCHEMISTRY,24,10,19/04/2023
Dec-23,24/03/2023,Kolkata,ORDINARY APPLICATION,2.02231E+11,4/2/2022,HYDROGEL MICROBEADS INCLUDING AGAROSE MICROBEADS AND A PROCESS FOR PREPARING THE SAME.,CHEMISTRY,22,10,19/04/2023
Dec-23,24/03/2023,Kolkata,ORDINARY APPLICATION,2.02231E+11,23/06/2022,MULTI-CROP SEEDER,MECHANICAL,44,12,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,1/3/2022,A SYNERGISTIC COMPOSITION FOR INHIBITING CORROSION IN REINFORCED CONCRETE STRUCTURES,CHEMISTRY,34,10,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,11/3/2022,RED MUD BRICK AND THE METHOD OF MANUFACTURE THEREOF,CHEMISTRY,16,3,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,16/04/2022,A FRAGRANCE DIFFUSER FOR A FLUSH TANK,CIVIL,16,6,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,19/04/2022,A METHOD FOR SYNTHESIZING FEW-LAYERED GRAPHENE FROM BIOMASS,CHEMISTRY,25,13,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,7/6/2022,ROBOTIC ARM WITH A SLIDING ACTUATOR AND AN END EFFECTOR ACTUATOR,ELECTRONICS,24,18,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,27/06/2022,A HEATING ASSEMBLY FOR A CEILING FAN,MECHANICAL,21,11,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,18/08/2022,A PROCESS FOR HIGH-GRADE TRANSPORTATION FUEL PRODUCTION FROM NON-WOVEN FABRIC WASTE,CHEMISTRY,36,7,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,7/9/2022,AN AGRICULTURAL UTILITY VEHICLE FOR CARRYING OUT CROP CULTIVATION  ACTIVITES,CHEMISTRY,16,8,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,12/9/2022,A PROCESS FOR ACHIEVING HIGH EMITTANCE AND HIGH ABSORPTANCE COATING ON ADDITIVE MANUFACTURED ALLOY,CHEMISTRY,24,9,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2.02241E+11,17/09/2022,A SYSTEM AND PROCESS FOR FABRICATING A SEVEN-LAYER ULTRAVIOLET AND NEAR-INFRARED TITANIA/SILICA REFLECTOR,CHEMISTRY,22,10,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.02247E+11,8/9/2022,"CENTRING BLOCK FOR CENTRING A TOOLING BOARD IN A FLAT BED DIE-CUTTING, STRIPPING OR BLANKING MACHINE AND CENTRING ASSEMBLY",CHEMISTRY,12,10,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2028/CHE/2011,15/06/2011,A DC-TO-DC CONVERTER CONFIGURATION BY SOFT SWITCHING DEVICES,ELECTRICAL,23,4,19/04/2023
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2030/CHE/2012,22/05/2012,IDENTIFYING AND LOCATING USERS ON A MOBILE NETWORK,PHYSICS,70,20,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2036/CHE/2012,22/05/2012,A METHOD AND SYSTEM FOR MINIMIZZING POWER CONSUMPTION OF USER EQUIPMENT DURING CELL DETECTION,COMMUNICATION,53,28,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2039/KOLNP/2013,24/06/2013,TANGENTIAL CUTTING INSERT AND MILLING CUTTER,MECHANICAL,21,10,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2047/MUM/2012,16/07/2012,A COMPUTER IMPLEMENTED SYSTEM AND METHOD FOR CONDUCTING VIRTUAL INTERACTIVE SESSIONS,COMPUTER,20,11,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2049/MUM/2012,16/07/2012,"""AGENT SKILL PROMOTION AND DEMOTION BASED ON CONTACT CENTER STATES""",ELECTRONICS,30,10,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2067/DEL/2014,21/07/2014,A MULTI-LAYER EXPLODING FOIL AND MULTIPLE FLYER BASED SLAPPER DETONATOR,MECHANICAL,23,11,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2072/MUM/2013,18/06/2013,PROJECT RISK PATTERNS MODELING AND RISK MITIGATION,COMPUTER,31,15,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2077/CHE/2013,10/5/2013,NICKEL CADMIUM BATTERY THERMAL RUNAWAY ISOLATOR,ELECTRICAL,9,4,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2089/MUMNP/2012,3/9/2012,A FLEXIBLE MAGNETIC MEMBRANE BASED ACTUATION SYSTEM AND DEVICES INVOLVING THE SAME.,BIOMEDICAL,43,31,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2100/KOLNP/2015,1/7/2015,SAFETY DEVICE FOR A CABLE STRETCHING MACHINE  CORRESPONDING METHOD AND STRETCHING MACHINE USING SAID DEVICE,MECHANICAL,21,15,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2100/MUMNP/2015,29/07/2015,HOT DIP AL ZN ALLOY COATED STEEL SHEET AND METHOD FOR PRODUCING SAME,METALLURGY,24,12,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2108/DEL/2012,6/7/2012,"""NEW ADDITIVE FOR SUGAR MADE FROM SUGARCANE, PREPARATION METHOD AND APPLICATION METHOD IN SUGAR PRODUCTION THEREOF""",FOOD,24,14,19/04/2023
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2123/CHE/2013,13/05/2013,APPARATUS AND METHOD FOR CONTROLLING INTER-CLUSTER INTERFERENCE IN A MULTI CELL NETWORK,COMMUNICATION,25,10,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2127/DELNP/2014,20/03/2014,SURGICAL STAPLE ASSEMBLY WITH HEMOSTATIC FEATURE,BIOMEDICAL,32,20,19/04/2023
Dec-23,24/03/2023,Kolkata,CONVENTION APPLICATION,213/KOL/2014,19/02/2014,APPARATUS AND METHOD FOR CONTROLLING A MESSENGER SERVICE IN A TERMINAL,COMMUNICATION,53,26,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2133/MUM/2015,2/6/2015,ROTATING BIOLOGICAL CONTACTORS FITTED WITH HORIZONTAL AND VERTICAL SHAFT,CHEMISTRY,16,6,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2151/CHE/2014,29/04/2014,SYSTEM AND METHOD FOR PREDICTING PERSONALITY TRAITS USING DISC PROFILING AND BIG FIVE PERSONALITY TECHNIQUES,ELECTRONICS,26,19,19/04/2023
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2176/CHE/2013,17/05/2013,METHODS AND SYSTEMS FOR PREVENTING UNAUTHORIZED VEHICLE OPERATION USING FACE RECOGNITION,COMPUTER,28,25,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2177/MUM/2014,4/7/2014,SYSTEM AND METHOD FOR PRESCRIPTIVE ANALYTICS,ELECTRONICS,26,10,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2185/CHENP/2014,21/03/2014,SYSTEMS AND METHODS TO EXPLOIT AREAS OF COHERENCE IN WIRELESS SYSTEMS,ELECTRONICS,127,34,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2196/MUM/2012,31/07/2012,A SYSTEM AND METHOD FOR DETERMINING SERVER RESPONSE TIME FOR A USER INITIATED WEB PAGE REQUEST,COMPUTER,25,14,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2219/DEL/2014,5/8/2014,"A Method For Preparing A Friction Clutch
Disc",MECHANICAL,14,6,19/04/2023
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2229/CHE/2014,4/5/2014,REMOTE CONTROLLER FOR ELECTRONIC APPLIANCES SUCH AS TELEVISION AND THE LIKE,PHYSICS,9,3,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2236/DEL/2014,6/8/2014,METHOD AND DEVICE FOR LAMBDA AND IGNITION ANGLE CONTROL,MECHANICAL,23,15,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2240/DEL/2015,23/07/2015,PANEL BOARD TO CIRCUIT BREAKER POSITIVE RETENTION INTERLOCK,ELECTRICAL,30,20,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2254/MUM/2015,11/6/2015,WORKSTATION OF A TEXTILE MACHINE PRODUCING CROSS-WOUND BOBBINS,MECHANICAL,30,12,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2264/KOLNP/2013,15/07/2013,IRRIGATION PIPE COUPLER,MECHANICAL,19,15,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2265/DELNP/2014,25/03/2014,METHODS OF MAKING AND ACCESSING CABLES HAVING ACCESS FEATURES,PHYSICS,27,24,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2265/MUM/2009,29/09/2009,A SYSTEM AND METHOD FOR IDENTIFYING AND MANAGING CUSTOMER SERVICE NEEDS,COMPUTER,25,12,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2267/KOLNP/2015,13/07/2015,COUPLING FOR A COOLING SYSTEM IN A CUTTING TOOL AND A BLADE,MECHANICAL,16,15,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,227/MUM/2015,22/01/2015,SECONDARY BATTERY,ELECTRICAL,26,14,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2280/DEL/2015,28/07/2015,CENTER PILLAR STRUCTURE,PHYSICS,24,2,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2343/CHENP/2013,25/03/2013,DEVICE AND METHOD FOR DELAY OPTIMIZATION OF END-TO-END DATA PACKET TRANSMISSIONS IN WIRELESS NETWORKS,ELECTRONICS,28,15,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2343/MUM/2011,18/08/2011,SYSTEM AND METHOD FOR ITERATIVE NONLINEAR COMPENSATION FOR INTERMODULATION DISTORTION IN MULTICARRIER COMMUNICATION SYSTEMS,COMMUNICATION,47,20,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2363/MUMNP/2015,14/08/2015,METHOD AND APPARATUS FOR HEATING AN EXPANSION MACHINE OF A WASTE HEAT RECOVERY APPARATUS,MECHANICAL,16,16,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2373/DELNP/2013,18/03/2013,SURGICAL STAPLING INSTRUMENT WITH INTERCHANGEABLE STAPLE CARTRIDGE ARRANGEMENTS,BIOMEDICAL,318,20,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2374/KOLNP/2015,21/07/2015,OFFLOAD METHOD  DEVICE AND SYSTEM,ELECTRONICS,36,28,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2388/CHE/2011,13/07/2011,ENHANCED USER EXPERIENCE IN A RESTAURANT ENVIRONMENT,COMPUTER,30,10,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2404/CHE/2010,20/08/2010,ELECTRONIC SYSTEM INCORPORATED IN TWO-WHEELERS FOR ENSURING SAFETY,COMPUTER,13,8,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2447/CHENP/2015,29/04/2015,IMPROVING USER ENGAGEMENT IN A SOCIAL NETWORK USING INDICATIONS OF ACKNOWLEDGEMENT,COMPUTER,51,23,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2456/MUM/2012,24/08/2012,PNEUMATIC ESCAPEMENT,MECHANICAL,13,6,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2467/DEL/2015,11/8/2015,PYROTECHNIC COMPOSITIONS FOR SPECTRALLY BALANCED INFRARED DECOY FLARE,CHEMISTRY,18,8,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2489/CHENP/2013,1/4/2013,SLIDING DOOR ROLLER GUIDE  AND ARRANGEMENT OF A SLIDING DOOR ROLLER GUIDE ON A PIECE OF FURNITURE,MECHANICAL,21,17,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2511/DEL/2009,4/12/2009,"""SYSTEM AND METHOD FOR IMPROVING OUTCOMES IN ENTERPRISE LEVEL PROCESSES""",COMPUTER,27,14,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2522/DEL/2013,27/08/2013,STATOR LAMINATION DESIGN USING WOUND BOBBIN,ELECTRICAL,27,16,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2523/CHE/2015,20/05/2015,ENHANCED STATOR AND ROTOR TOPOLOGIES AND METHODS OF MANUFACTURING THE SAME,ELECTRICAL,26,19,19/04/2023
Dec-23,24/03/2023,Mumbai,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2527/MUMNP/2014,12/12/2014,RADIO TRANSMISSION DEVICE AND RADIO TRANSMISSION METHOD,ELECTRONICS,65,20,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,256/MUM/2013,29/01/2013,SYSTEM AND METHOD FOR VALIDATION AND CONVERSION OF ELECTRONIC DATA,COMPUTER,21,14,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2577/DEL/2012,21/08/2012,CROSS PINNING GUIDE DEVICES AND METHODS,MECHANICAL,57,22,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2582/MUM/2012,6/9/2012,"MULTI - STATION TEXTILE MACHINE, IN PARTICULAR TWO-FOR-ONE-TWISTING OR CABLING MACHINE",MECHANICAL,21,12,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2595/DELNP/2013,22/03/2013,IMPROVED LEAD ACID BATTERY SEPARATORS  BATTERIES AND RELATED METHODS,ELECTRICAL,97,14,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2599/CHENP/2014,4/4/2014,RADIO FREQUENCY PACKAGE ON PACKAGE CIRCUIT,ELECTRONICS,50,53,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2612/KOLNP/2015,10/8/2015,METHOD AND APPARATUS FOR SENDING AND RECEIVING DOWNLINK CONTROL INFORMATION,COMMUNICATION,33,22,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2615/KOLNP/2015,10/8/2015,HIGH STRENGTH HOT DIP GALVANIZED STEEL SHEET AND METHOD FOR MANUFACTURING SAME,METALLURGY,50,3,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2620/DEL/2012,23/08/2012,ENGINE SYNCHRONIZATION METHOD,MECHANICAL,22,7,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2651/DEL/2010,4/11/2010,AN IMPROVED MOP BUCKET ASSEMBLY,MECHANICAL,14,10,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2652/KOLNP/2013,30/08/2013,METHOD AND NODE SUPPORTING CELL RESELECTION IN LOAD BALANCED NETWORK,COMMUNICATION,48,12,19/04/2023
Dec-23,24/03/2023,Mumbai,CONVENTION APPLICATION,2672/MUM/2012,13/09/2012,METHOD AND APPARATUS FOR DYNAMIC ASSOCIATION OF TERMINAL NODES   WITH AGGREGATION NODES AND LOAD BALANCING,ELECTRONICS,76,46,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2672/MUMNP/2014,30/12/2014,LOW ENERGY LASER SEEKER,COMMUNICATION,51,36,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,268/DEL/2015,30/01/2015,“A PROCESS FOR DIFFERENTIATING SPECIES OF PLASMODIUM”,BIOCHEMISTRY,15,6,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2688/KOLNP/2013,6/9/2013,FLUID VESSEL COMMUNICATION DEVICE,BIOMEDICAL,35,22,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,269/DELNP/2013,9/1/2013,“UNIT FOR MARKING AND/OR SAMPLING ANIMAL TISSUE”,MECHANICAL,26,13,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2708/MUM/2013,19/08/2013,MANAGING COOKIES IN COMPUTING DEVICES,COMPUTER,35,21,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2713/DEL/2014,22/09/2014,SUPPORT STRUCTURE FOR ANIMALS,MECHANICAL,18,11,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2716/DEL/2010,15/11/2010,"""DYNAMIC INSTALLATION AND UNINSTALLATION SYSTEM OF RENEWABLE ENERGY FARM HARDWARE""",COMPUTER,35,11,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,273/DEL/2014,30/01/2014,BEZEL TYPE HOUSING FOR AUTOMOBILE SWITCHES,MECHANICAL,24,10,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2741/MUMNP/2015,22/09/2015,IMPROVED SWEETENER,FOOD,37,49,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2746/DEL/2011,21/09/2011,SELF-PROPELLED CIVIL ENGINEERING MACHINE,CIVIL,31,11,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2778/CHENP/2015,14/05/2015,A MICROFLUIDIC DEVICE,MECHANICAL,32,22,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,278/MUM/2014,27/01/2014,A PROCESS FOR PREPARATION OF SYSTEM USEFUL IN CHECKING MULTIPLE CHOICE QUESTION TYPE ANSWER SHEETS USING TEMPERATURE CONTROLLED INKS,PHYSICS,10,5,19/04/2023
Dec-23,24/03/2023,Chennai,CONVENTION APPLICATION,2797/CHE/2013,26/06/2013,TRAIN AND METHOD FOR SAFELY DETERMINING THE COMPOSITION OF SUCH A TRAIN,ELECTRONICS,25,14,19/04/2023
Dec-23,24/03/2023,Kolkata,CONVENTION APPLICATION,281/KOL/2014,11/3/2014,"METHOD, DEVICE AND SYSTEM FOR CONTROLLING USE OF EXTERNAL DATA NETWORK VIA MOBILE ACCESS POINT",COMMUNICATION,40,15,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2842/DEL/2010,30/11/2010,A FORMULATION HAVING ANTI-BACTERIAL HERBAL EXTRACT FOR ANIMAL USE.,CHEMISTRY,23,7,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2855/MUM/2015,28/07/2015,PUBLIC ADDRESS SYSTEM (PAS-A 100 SYSTEM) FOR MASS TRANSPORT PASSENGER VEHICLES,ELECTRICAL,13,5,19/04/2023
Dec-23,24/03/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2875/CHENP/2012,28/03/2012,SCAN PARAMETER POLICY,COMPUTER,34,15,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2881/DEL/2015,14/09/2015,GAS-OIL SEPARATOR FOR INTERNAL COMBUSTION ENGINE,MECHANICAL,39,3,19/04/2023
Dec-23,24/03/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2887/DELNP/2015,8/4/2015,IN-CYLINDER CHARGING SYSTEM FOR FUEL DELIVERY SYSTEMS AND METHODS,MECHANICAL,37,21,19/04/2023
Dec-23,24/03/2023,Delhi,ORDINARY APPLICATION,2896/DEL/2012,18/09/2012,SYNERGISTIC HERBAL HAIR GROWTH FORMULATION FOR ALOPECIA,CHEMISTRY,28,9,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,2899/MUM/2014,11/9/2014,COMPUTER IMPLEMENTED SYSTEMS AND METHODS FOR GENERATING AND RECOVERING AN AUTHORIZATION CODE,COMPUTER,51,17,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,290/CHE/2014,23/01/2014,IMPROVED PROCESS FOR THE PREPARATION OF HIGHLY PURE RIVAROXBAN CRYSTAL MODIFICATION I,CHEMISTRY,29,20,19/04/2023
Dec-23,24/03/2023,Mumbai,ORDINARY APPLICATION,293/MUM/2015,29/01/2015,"""AUTOMATIC IRRIGATION CONTROL SYSTEM BY LOW COST SOIL MOISTURE SENSOR""",MECHANICAL,19,7,19/04/2023
Dec-23,24/03/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2938/MUMNP/2015,12/10/2015,ELASTIC RESISTIVE EXERCISE DEVICE,MECHANICAL,24,32,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2943/KOLNP/2015,9/9/2015,TWO STAGE SIGNALING FOR TRANSMISSION OF A DATASTREAM,COMMUNICATION,71,17,19/04/2023
Dec-23,24/03/2023,Delhi,CONVENTION APPLICATION,2945/DEL/2013,4/10/2013,FUEL FEEDING PUMP,MECHANICAL,26,16,19/04/2023
Dec-23,24/03/2023,Chennai,ORDINARY APPLICATION,2959/CHE/2015,12/6/2015,AN ADJUSTABLE HINGE ASSEMBLY,MECHANICAL,19,14,19/04/2023
Dec-23,24/03/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2983/KOLNP/2015,11/9/2015,"INPUT FOR PRODUCTION OF PLURALITY OF ATOMIZERS, ATOMIZER
FOR AN AEROSOL DELIVERY DEVICE, AEROSOL PRODUCTION
ASSEMBLY FOR AN AEROSOL DELIVERY DEVICE AND
A METHOD FOR FORMING ATOMIZERS",MECHANICAL,86,38,19/04/2023
