"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"47/2018","23/11/2018","Mumbai","DIVISIONAL PCT NATIONAL PHASE APPLICATION","1828/MUMNP/2009","01/10/2009","A DIGITAL BROADCAST TRANSMITTER AND A METHOD FOR PROCESSING A STREAM IN A DIGITAL BROADCAST TRANSMITTER","COMMUNICATION","43","8","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","1889/CHENP/2011","17/03/2011","PHOSPHORESCENT MATERIALS","CHEMISTRY","72","46","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","1930/KOLNP/2010","28/05/2010","A METHOD FOR EXTENDING A CELL RANGE IN WIRELESS COMMUNICATION SYSTEM","COMPUTER","31","18","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","201617013783","20/04/2016","CATALYST COMPOSITIONS FOR SELECTIVE DIMERIZATION OF ETHYLENE","CHEMISTRY","32","17","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","201647010321","24/03/2016","""DESCENT CONTROL AND ENERGY RECOVERY SYSTEM FOR SOLAR PANEL CLEANING SYSTEM""","MECHANICAL","32","19","19/04/2023"
"47/2018","23/11/2018","Delhi","ORDINARY APPLICATION","201711012056","03/04/2017","SETTING FREE SUGARCANE MILL","MECHANICAL","25","10","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","2042/DELNP/2009","27/03/2009","""CELL-MODULE CARTRIDGE AND CELL-MODULE INCLUDING THE SAME""","ELECTRICAL","42","19","19/04/2023"
"47/2018","23/11/2018","Mumbai","ORDINARY APPLICATION","2069/MUM/2014","26/06/2014","""ECOFRIENDLY PROCESS OF MAKING REFUSED DERIVED FUEL FROM MUNICIPAL SOLID WASTE""","CHEMISTRY","14","7","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","2113/DELNP/2013","08/03/2013","PHARMACEUTICAL COMPOSITIONS COMPRISING POH DERIVATIVES","CHEMISTRY","60","29","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","2127/MUMNP/2010","06/10/2010","CAROUSEL REEL FACILITY","MECHANICAL","25","4","19/04/2023"
"47/2018","23/11/2018","Chennai","ORDINARY APPLICATION","2231/CHE/2011","30/06/2011","AN IMPROVED PROCESS FOR THE PREPARATION OF PRASUGREL","CHEMISTRY","20","10","19/04/2023"
"47/2018","23/11/2018","Chennai","ORDINARY APPLICATION","2316/CHE/2013","27/05/2013","SYSTEM AND METHOD FOR PERSONAL CRASH/FALL DETECTION AND NOTIFICATION","BIOMEDICAL","28","9","19/04/2023"
"47/2018","23/11/2018","Delhi","CONVENTION APPLICATION","239/DEL/2008","29/01/2008","A DISTRIBUTED ARCHITECTURE FOR A GAS-TURBINE STARTER/GENERATOR","ELECTRICAL","27","13","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","2408/KOLNP/2009","29/06/2009","REGULATING METHOD FOR A TURBOCHARGER OF AN INTERNAL COMBUSTION ENGINE, AND TURBOCHARGER","MECHANICAL","13","9","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","2427/DELNP/2012","20/03/2012","""THERMAL DISTILLATION SYSTEM AND PROCESS""","CHEMISTRY","60","15","19/04/2023"
"47/2018","23/11/2018","Delhi","ORDINARY APPLICATION","2438/DEL/2009","26/11/2009","""A PROCESS FOR COMPRESSION OF SURVEILLANCE VIDEO DATA FOR LONG STORANGE IN SMALLER STORAGE MEDIUM""","COMPUTER","22","3","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","2502/MUMNP/2010","25/11/2010","“SYSTEM AND METHOD OF AN IN-BAND MODEM FOR DATA COMMUNICATIONS OVER DIGITAL WIRELESS COMMUNICATION NETWORKS”","ELECTRONICS","74","14","19/04/2023"
"47/2018","23/11/2018","Mumbai","ORDINARY APPLICATION","2526/MUM/2012","30/08/2012","ENHANCEMENT IN OUTPUT OF WASTE HEAT RECOVERY POWER PLANT IN CEMENT INDUSTRY BY RECIRCULATING CLINKER COOLER VENT AIR""","MECHANICAL","15","8","19/04/2023"
"47/2018","23/11/2018","Mumbai","ORDINARY APPLICATION","2699/MUM/2010","28/09/2010","A NOVEL PROCESSES FOR PREPARING LIRANAFTATE","CHEMISTRY","20","10","19/04/2023"
"47/2018","23/11/2018","Kolkata","CONVENTION APPLICATION","27/KOL/2009","05/01/2009","SERPENTINE BELT USEFUL LIFE MONITOR FOR ACCESSORY DRIVE SYSTEM OF A VEHICLE","MECHANICAL","25","22","19/04/2023"
"47/2018","23/11/2018","Delhi","ORDINARY APPLICATION","2725/DEL/2008","02/12/2008","""MULTIPURPOSE COCONUT PROCESSING MACHINE""","MECHANICAL","11","7","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","2759/KOLNP/2012","21/09/2012","SYNTHETIC PULMONARY SURFACTANT COMPOSITION","CHEMISTRY","61","29","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","2799/CHE/2012","10/07/2012","""FLOW-COATABLE PFA FUSER TOPCOATS""","PHYSICS","29","10","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","2820/CHENP/2010","12/05/2010","METHOD AND APPARATUS FOR RESOLVING BLINDED-NODE PROBLEMS IN WIRELESS NETWORKS","COMMUNICATION","26","15","19/04/2023"
"47/2018","23/11/2018","Mumbai","ORDINARY APPLICATION","2829/MUM/2015","24/07/2015","STABILIZED INJECTABLE EMULSION OF PROPOFOL AND KETAMINE","CHEMISTRY","15","9","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","2883/CHE/2007","04/12/2007","SYNTHETIC FIBER ROPE","TEXTILE","12","7","19/04/2023"
"47/2018","23/11/2018","Kolkata","ORDINARY APPLICATION","291/KOL/2009","16/02/2009","A PROCESS AND APPARATUS FOR APPLICATION OF COOLANTS TO ACHIEVE HIGHER COOLING RATES IN THE WATER BOXES OF A WIRE ROD MILL","MECHANICAL","14","9","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","2942/CHENP/2014","17/04/2014","""APPARATUS  SYSTEM AND METHOD FOR READING OUT X RAY INFORMATION STORED IN STORAGE PHOSPHOR PANELS""","PHYSICS","32","21","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","2982/CHENP/2009","28/05/2009","MODELING AND MANAGEMENT OF RESERVOIR SYSTEMS WITH MATERIAL BALANCE GROUPS","MECHANICAL","65","48","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3019/CHENP/2008","16/06/2008","LIQUID TRANSFER DEVICE FOR MEDICAL DISPENSING CONTAINERS","BIOMEDICAL","29","27","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3151/CHENP/2009","04/06/2009","STABILIZATION OF VACCINES BY LYOPHILIZATION","BIOTECHNOLOGY","45","67","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3180/KOLNP/2006","01/11/2006","APPARATUS AND METHOD FOR ENCODING AND DECODING BLOCK LOW DENSITY PARITY CHECK CODES WITH A VARIABLE CODING RATE","ELECTRONICS","74","107","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","3334/CHE/2015","30/06/2015","""IMAGE FORMING SHEET FOR ELECTROPHOTOGRAPHY""","PHYSICS","29","12","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3419/CHENP/2011","18/05/2011","METHOD AND APPARATUS FOR CHANGING LIP SHAPE AND OBTAINING LIP ANIMATION IN VOICE-DRIVEN ANIMATION","ELECTRONICS","27","18","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3467/KOLNP/2008","26/08/2008","SYSTEM FOR MANIPULATING A CONTINUOUSLY VARIABLE TRANSMISSION","MECHANICAL","30","8","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3488/KOLNP/2009","07/10/2009","METHOD FOR PREPARING A DRINK AND APPARATUS AND CAPSULE FOR APPLICATION OF THIS METHOD","MECHANICAL","41","57","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3490/DELNP/2009","28/05/2009","“METHOD FOR THE TREATMENT OF A MATERIAL FLOW”","CHEMISTRY","23","22","19/04/2023"
"47/2018","23/11/2018","Kolkata","CONVENTION APPLICATION","356/KOL/2009","24/02/2009","METHOD AND APPARATUS FOR TORQUE RIPPLE REDUCTION","ELECTRICAL","42","20","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3561/CHENP/2011","24/05/2011","“A METHOD OF AND AN APPARATUS FOR MANUFACTURING AN OPTICAL LENS”","MECHANICAL","26","15","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3584/DELNP/2011","13/05/2011","""A terminally functionalized polymer and process thereof""","POLYMER","43","14","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","359/CHENP/2011","18/01/2011","DECORATIVE PIECE MADE BY INLAY","MECHANICAL","19","28","19/04/2023"
"47/2018","23/11/2018","Delhi","ORDINARY APPLICATION","3658/DEL/2011","15/12/2011","HYBRID COMPOSITE OF METAL ORGANIC FRAMEWORKS (MOF) IN NANOCARBON
MORPHOLOGIES","ELECTRICAL","19","10","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3674/KOLNP/2009","21/10/2009","METHOD OF OPERATING A NETWORK UNIT OF  AN OWN CELL,AND A USER EQUIPMENT THEREOF","ELECTRONICS","30","13","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","3688/CHE/2011","27/10/2011","METHODS AND APPARATUS FOR ACCESS CONTROL CLIENT ASSISTED ROAMING","ELECTRONICS","29","20","19/04/2023"
"47/2018","23/11/2018","Mumbai","ORDINARY APPLICATION","3690/MUM/2014","20/11/2014","A PROCESS FOR THE PREPARATION OF A THIAMINE DERIVATIVE AND SALT THEREOF","CHEMISTRY","15","14","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3692/DELNP/2014","07/05/2014","METHOD FOR PRODUCING SUBSTITUTED 5-FLUORO-1H-PYRAZOLOPYRIDINES","CHEMISTRY","84","26","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3745/KOLNP/2010","07/10/2010","METHOD AND COMMUNICATION DEVICE FOR ESTABLISHING AN ALTERNATIVE COMMUNICATION TRANSMISSION","ELECTRONICS","32","15","19/04/2023"
"47/2018","23/11/2018","Delhi","DIVISIONAL CONVENTION APPLICATION","382/DEL/2015","11/02/2015","SYNERGISTIC MICROBICIDAL COMPOSITIONS","CHEMISTRY","32","1","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3838/DELNP/2010","31/05/2010","A METHOD OF MONITORING BULK (TOTAL) MICROBIOLOGICAL ACTIVITY IN PROCESS STREAMS","CHEMISTRY","41","8","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","3933/KOLNP/2007","15/10/2007","FINGER ACTIVATED LANCET DEVICE","BIOMEDICAL","31","26","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","3938/DELNP/2012","04/05/2012","""PROCESS FOR THE PREPARATION OF CALCOBUTROL""","CHEMISTRY","18","14","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","3967/CHENP/2013","21/05/2013","PROCESS FOR CRACKING HEAVY HYDROCARBON FEED","CHEMISTRY","18","9","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4033/DELNP/2010","07/06/2010","""METHOD AND DEVICE FOR THE COARSE SEPARATION OF SOLID PARTICLES FROM SOLIDS-LADEN GASES""","MECHANICAL","25","18","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4293/CHENP/2009","20/07/2009","UNDETACHABLE PLASTIC ANCHOR","MECHANICAL","11","9","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4334/KOLNP/2010","18/11/2010","A METHOD OF MAKING A TISSUE ENGINEERED BLOOD VESSELS","BIOMEDICAL","79","9","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","4337/CHE/2013","25/09/2013","""IMAGE HEATING APPARATUS""","PHYSICS","120","36","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","434/MUMNP/2011","07/03/2011","“SENDING A PARAMETER BASED ON SCREEN SIZE OR SCREEN RESOLUTION OF A MULTI-PANEL ELECTRONIC DEVICE TO A SERVER”","COMPUTER","135","27","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4471/DELNP/2013","20/05/2013","A synergistic anticancer combination","CHEMISTRY","152","38","19/04/2023"
"47/2018","23/11/2018","Chennai","ORDINARY APPLICATION","4518/CHE/2014","16/09/2014","A MULTI PURPOSE FLEXIBLE HAND BAG","CHEMISTRY","9","4","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4555/KOLNP/2009","30/12/2009","HIGH STRENGTH GALVANIZED STEEL SHEET AND METHOD FOR PRODUCING THE SAME","METALLURGY","42","6","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","467/MUMNP/2011","10/03/2011","“SYSTEM AND METHOD FOR MINIMIZING POWER IN AN ELECTRONIC SYSTEM USING
NON-VOLATILE MAGNETIC MEMORY”","ELECTRONICS","24","21","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4801/CHENP/2012","01/06/2012","MIXTURES OF BIODEGRADABLE POLYESTERS WITH AT LEAST ONE POLYMER OF NATURAL ORIGIN","POLYMER","31","27","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4871/DELNP/2015","05/06/2015","1 -[1- (BENZOYL)- PYRROLIDINE- 2- CARBONYL] -PYRROLIDINE -2 -CARBONITRILE DERIVATIVES","CHEMISTRY","71","18","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5054/CHENP/2008","23/09/2008","REVERSE SHOULDER PROSTHESIS","BIOMEDICAL","101","47","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5140/DELNP/2013","10/06/2013","ACETIC ACID PRODUCTION METHOD","CHEMISTRY","79","14","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5285/CHENP/2013","04/07/2013","""IMAGE CAPTURING DEVICE AND IMAGE CAPTURING METHOD""","PHYSICS","56","7","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5390/CHENP/2011","25/07/2011","PRODUCT TO REDUCE GLYCEMIC RESPONSE OF CARBOHYDRATE BASED FOODS","FOOD","16","13","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","541/CHENP/2013","23/01/2013","DEVICE AND METHOD FOR MONITORING A PHOTOVOLTAIC SYSTEM","PHYSICS","30","17","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5785/DELNP/2013","27/06/2013","A METHOD FOR THE PRODUCTION OF 2-CHLORO-3,3,3-TRIFLUOROPROPENE","CHEMISTRY","32","9","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5785/DELNP/2014","07/07/2014","GAS LIQUID CONTACT DEVICE  DISTILLATION DEVICE  AND HEAT EXCHANGE DEVICE","CHEMISTRY","39","5","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","582/CHE/2013","12/02/2013","""EXHAUST GAS SAMPLING DEVICE""","PHYSICS","32","6","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5865/CHENP/2013","23/07/2013","MATURE LEAF   SPECIFIC PROMOTER","BIOTECHNOLOGY","24","4","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5973/CHENP/2013","24/07/2013","""DEVICE AND METHOD FOR CAPACITIVE ANALYSIS OF A MOVING TEST MATERIAL""","PHYSICS","25","15","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5980/DELNP/2006","13/10/2006","""SATELLITE COMMUNICATIONS SYSTEMS AND METHODS USING RADIOTELEPHONE LOCATION-BASED BEAMFORMING""","ELECTRONICS","46","46","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","612/MUMNP/2011","29/03/2011","SEALING ASSEMBLY AND METHOD OF MAKING SUCH ASSEMBLY","MECHANICAL","24","15","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","616/CHE/2013","13/02/2013","POWER SUPPLY DEVICE FOR ELECTRIC VEHICLE","ELECTRICAL","109","8","19/04/2023"
"47/2018","23/11/2018","Chennai","CONVENTION APPLICATION","617/CHE/2013","13/02/2013","POWER SUPPLY DEVICE FOR ELECTRIC VEHICLE","ELECTRICAL","106","5","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6217/CHENP/2014","18/08/2014","""FENDER PANEL MOUNTING STRUCTURE FOR VEHICLE""","PHYSICS","47","4","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6285/DELNP/2011","18/08/2011","""BASE, PRODUCTS CONTAINING THE SAME, PREPARATION METHODS AND USES THEREOF""","FOOD","16","16","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6383/CHENP/2012","19/07/2012","BELT RUN CONTROL DEVICE IN PARTICULAR OF A FORMING AND COOLING DEVICE","MECHANICAL","18","11","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6509/CHENP/2014","28/08/2014","""EYEWEAR HAVING A FLEXURAL MEMBER""","PHYSICS","31","20","19/04/2023"
"47/2018","23/11/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","664/KOLNP/2010","22/02/2010","METHOD AND APPARATUS FOR CONVERSION OF HEAT ENERGY FROM A LOW-TEMPERATURE HEAT SOURCE TO MECHANICAL ENERGY","MECHANICAL","16","10","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6696/CHENP/2013","20/08/2013","POLYMERS BASED ON GLYCEROL CARBONATE","POLYMER","17","10","19/04/2023"
"47/2018","23/11/2018","Delhi","ORDINARY APPLICATION","671/DEL/2012","07/03/2012","""AN ASSAY FOR IDENTIFICATION OF MYCOBACTERIAL ANTIGENS IN URINE OF PULMONARY TB PATIENTS""","BIOTECHNOLOGY","27","6","19/04/2023"
"47/2018","23/11/2018","Delhi","CONVENTION APPLICATION","676/DEL/2011","10/03/2011","""SYSTEM AND METHOD OF APPLYING A ROAD SURFACE""","CIVIL","19","16","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6772/CHENP/2014","12/09/2014","MIXED ESTERS AS VASELINE SUBSTITUTE","CHEMISTRY","46","14","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6904/CHENP/2012","07/08/2012","""ULTRASOUND IMAGING SYSTEM USING BEAMFORMING
TECHNIQUES FOR PHASE COHERENCE GRATING LOBE
SUPPRESSION""","BIOMEDICAL","45","34","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7131/DELNP/2013","12/08/2013","""WATER DISTRIBUTION PRESSURE CONTROL SYSTEM""","CIVIL","28","6","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7244/CHENP/2012","21/08/2012","AN EPOXIDATION CATALYST, A PROCESS FOR PREPARING THE CATALYST, AND A PROCESS FOR THE PRODUCTION OF AN OLEFIN OXIDE","CHEMISTRY","27","17","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","729/CHENP/2010","08/02/2010","CAPILLARY MEMBRANE FILTER WITH MANUALLY ACTIVATED BACKWASH PUMP","MECHANICAL","30","25","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7307/CHENP/2012","23/08/2012","""POWER SUPPLY APPARATUS AND CONTROLLER""","PHYSICS","50","18","19/04/2023"
"47/2018","23/11/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","740/MUMNP/2013","16/04/2013","A METHOD OF OBTAINING A MASS FOR THE PRODUCTION OF SHAPED CONSTRUCTION ELEMENTS AND A MASS FOR PRODUCTION OF SHAPED CONSTRUCTION ELEMENTS","CHEMISTRY","8","2","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7503/CHENP/2010","22/11/2010","A METHOD FOR AUTOMATIC GAIN CONTROL (AGC) IN A WIRELESS COMMUNICATION SYSTEM","ELECTRONICS","52","50","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7585/CHENP/2013","19/09/2013","PROCESS FOR IMPROVING THE SELECTIVITY OF AN EO CATALYST","CHEMISTRY","30","18","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","7585/DELNP/2013","29/08/2013","REDUCTION IN FLUSHING VOLUME IN AN ADSORPTIVE SEPARATION SYSTEM","CHEMISTRY","31","7","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","7613/CHENP/2013","19/09/2013","""MOTOR FOR A ROTATABLE AND ILLUMINABLE POINTER""","PHYSICS","19","15","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","786/CHENP/2015","09/02/2015","POLYCARBOXYLIC COPOLYMER  CEMENT DISPERSION AGENT  CEMENT ADMIXTURE  AND CEMENT COMPOSITION","CHEMISTRY","61","10","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8190/CHENP/2013","09/10/2013","PYRIMIDINE CYCLOHEXYL GLUCOCORTICOID RECEPTOR MODULATORS","CHEMISTRY","77","19","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8263/CHENP/2011","11/11/2011","SPHERICAL PARTICLES,A METHOD OF PREPARATION THE SAID PARTICLES AND AQUEOUS DISPERSIONS COMPRISING THE SAME","POLYMER","29","19","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8273/DELNP/2012","21/09/2012","METHOD FOR PRODUCING AND DEVICE FOR PRODUCING HOT-ROLLED STEEL SHEET","MECHANICAL","47","8","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8385/DELNP/2010","25/11/2010","""A VALVE ASSEMBLY""","MECHANICAL","23","13","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","842/DELNP/2010","08/02/2010","NOVEL ANTIBODIES INHIBITING C-MET DIMERIZATION","BIOCHEMISTRY","189","63","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8420/CHENP/2012","02/10/2012","METHOD OF MANUFACTURING SOLID MILK","FOOD","51","23","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8433/CHENP/2011","16/11/2011","""CRYOGENICALLY COOLED SUPERCONDUCTOR
GRADIENT COIL MODULE FOR MAGNETIC
RESONANCE IMAGING""","PHYSICS","25","20","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8486/DELNP/2010","30/11/2010","""BANDGAP-SHIFTED SEMICONDUCTOR SURFACE AND APPARATUS""","CHEMISTRY","86","43","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","8748/DELNP/2011","11/11/2011","METHOD AND NETWORK SYSTEM FOR IMPLEMENTING USER PORT ORIENTATION IN MULTI-MACHINE BACKUP SCENARIO OF BROADBAND ACCESS SERVER","COMMUNICATION","16","6","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","8758/CHENP/2013","31/10/2013","PHOTOPOLYMERIZABLE INKJET INK,  INK CARTRIDGE,  AND PRINTER","POLYMER","68","7","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","9136/DELNP/2012","22/10/2012","COATED ARTICLE HAVING LOW-E COATING WITH ABSORBER LAYER(S)","CHEMISTRY","68","32","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","9180/CHENP/2013","16/11/2013","WORKING MEDIUM AND HEAT-CYCLE SYSTEM","CHEMISTRY","30","13","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","9518/CHENP/2011","19/12/2011","PROCESS FOR THE PREPARATION OF IMPACT RESISTANT PROPYLENE POLYMER COMPOSITIONS","POLYMER","22","13","19/04/2023"
"47/2018","23/11/2018","Delhi","CONVENTION APPLICATION","957/DEL/2009","11/05/2009","""ENERGY STORAGE SYSTEM AND METHOD FOR STORING AND SUPPLYING ENERGY""","MECHANICAL","17","19","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","9731/CHENP/2011","23/12/2011","PLATE FIN WITH HYBRID HOLE PATTERN","MECHANICAL","26","20","19/04/2023"
"47/2018","23/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","9798/CHENP/2011","26/12/2011","POLYOLEFIN COMPOSITIONS EXHIBITING HEAT SEALABILITY,RETORTABILITY,LOW HAZE AND STIFFNESS","POLYMER","18","7","19/04/2023"
"47/2018","23/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","IN/PCT/2001/00651/DEL","20/07/2001","""A METHOD FOR SYNTHESIZING CRYSTALLINE MATERIAL""","CHEMISTRY","38","5","19/04/2023"
"48/2018","30/11/2018","Delhi","PCT NATIONAL PHASE APPLICATION","10007/DELNP/2014","26/11/2014","POLYMERIZABLE THIOXANTHONES","CHEMISTRY","54","15","19/04/2023"
"48/2018","30/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","10146/CHENP/2012","04/12/2012","OXIDATION PROCESS FOR PREPARING 3-FORMYL-CEPHEM DERIVATIVES","CHEMISTRY","11","11","19/04/2023"
"48/2018","30/11/2018","Chennai","PCT NATIONAL PHASE APPLICATION","10151/CHENP/2013","19/12/2013","VIBRATING CENTRIFUGE","CHEMISTRY","16","18","19/04/2023"
"48/2018","30/11/2018","Delhi","CONVENTION APPLICATION","1018/DEL/2013","05/04/2013","POLYAMIDE MOULDING COMPOUNDS AND USE THEREOF IN THE PRODUCTION OF MOULDED ARTICLES","POLYMER","21","15","19/04/2023"
